id,physical_description,unit_capture,size,len_comp_size,size_comp_flag,width,height,optional
27335," letterhead photocopy (5 pages; 1-25 dishes); 8.5 x 11 inches; bent corner (upper, right); metal fastner (top, center)",inches,8.5 X 11,,0,8.5,11.0,
27337,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)",inches,8.5 X 11,,0,8.5,11.0,
27338,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)",inches,8.5 X 11,,0,8.5,11.0,
27339,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)",inches,8.5 X 11,,0,8.5,11.0,
27340,photocopy (1 page); 8.5 x 11 inches,inches,8.5 X 11,,0,8.5,11.0,
27342,"folder; 10.5 x 14 inches; water stain (bottom, center); folds (upper, right/left); tears (center)",inches,10.5 X 14,,0,10.5,14.0,
27343,folder with paper insert; 6.5 x 9.875 inches; embossed (cover),inches,6.5 X 9.875,,0,6.5,9.875,
27344,broadside; 5 x 7.5 inches,inches,5 X 7.5,,0,5.0,7.5,
27345,"broadside; 10.5 x 14.875 inches; crease (center, width-wise)",inches,10.5X14.875,,0,10.5,14.875,
27346,booklet; binding (metal fastners); 6.5 x 8.5 inches,inches,6.5X8.5,,0,6.5,8.5,
27347,"folder (unfolded); 13 x 9.5 inches; water stain (top, right); dog-eared (top, right)",inches,13 X 9.5,,0,13.0,9.5,
27348,folder; 6.5 x 9.5 inches; uneven seam,inches,6.5 X 9.5,,0,6.5,9.5,
27349,broadside; 9.5 x 13.75 inches; crease (length-wise),inches,9.5 X 13.75,,0,9.5,13.75,
27350,broadside; 6 x 9 inches; creased lenght-wise,inches,6X9,,0,6.0,9.0,
27351,folder; 9 x 12 inches,inches,9 X 12,,0,9.0,12.0,
27352,folder; 5.375 x 8.75 inches,inches,5.375X8.75,,0,5.375,8.75,
27353,"folder; 9.875 x 12.75 inches; water stain (center, seam)",inches,9.875X12.75,,0,9.875,12.75,
27354,folder; 8.75 x 11.5 inches,inches,8.75 X 11.5,,0,8.75,11.5,
27355,"folder (unfolded); 13 x 9.5 inches; worn corner (upper, right)",inches,13 X 9.5,,0,13.0,9.5,
27356,broadside; 9 x 13 inches,inches,9 X 13,,0,9.0,13.0,
27357,"folder; 8.25 x 11.25 inches; metal fastners (bottom, recto, verso)",inches,8.25X11.25,,0,8.25,11.25,
27358,broadside; 8 x 12.5 inches,inches,8 X 12.5,,0,8.0,12.5,
27359,broadside; 8 x 12.5 inches,inches,8 X 12.5,,0,8.0,12.5,
27360,folder (unfolded); 13 x 9.5 inches,inches,13 X 9.5,,0,13.0,9.5,
27361,folder (unfolded); 13 x 9.5 inches,inches,13 X 9.5,,0,13.0,9.5,
27362,folder; 4.5 x 7 inches,inches,4.5X7,,0,4.5,7.0,
27363,folder; 8.25 x 10.5 inches,inches,8.25 X 10.5,,0,8.25,10.5,
27364,folder; 7 x 10 inches,inches,7 X 10,,0,7.0,10.0,
27365,broadside; 8.25 x 11.75 inches,inches,8.25X11.75,,0,8.25,11.75,
27366,folder; 7.75 x 10 inches,inches,7.75 X 10,,0,7.75,10.0,
27367,folder; 8.375 x 11.75 inches; water stains (center),inches,8.375X11.75,,0,8.375,11.75,
27368,broadside; 8.25 x 11.75 inches,inches,8.25X11.75,,0,8.25,11.75,
27369,folder with insert; cord binding; tip-in illustration (cover); 6.25 x 10 inches,inches,6.25X10,,0,6.25,10.0,
27371,folder; 5 x 7 inches,inches,5X7,,0,5.0,7.0,
27372,broadside; 8.25 x 11.75 inches,inches,8.25X11.75,,0,8.25,11.75,
27373,broadside (uneven edge); 8.5 x 12 inches; folded width-wise,inches,8.5 X 12,,0,8.5,12.0,
27374,broadside; 7.75 x 12.25 inches,inches,7.75X12.25,,0,7.75,12.25,
27375,broadside; 8 x 12.5 inches,inches,8 X 12.5,,0,8.0,12.5,
27376,folder; 8.75 x 11.625 inches,inches,8.75X11.625,,0,8.75,11.625,
27377,"folder; 7.75 x  10.875 inches; water stains (center, fold); uneven fold",inches,7.75X10.875,,0,7.75,10.875,
27378,folder; 7.75 x 10 inches,inches,7.75 X 10,,0,7.75,10.0,
27379,folder; 10.75 x 14.5 inches; folded edge (right),inches,10.75X14.5,,0,10.75,14.5,
27380,placemat (folded); 9.5 x 14 inches; uneven fold; adhesive residue,inches,9.5 X 14,,0,9.5,14.0,
27381,"folder; 8.75 x 11.5 inches; pencil markings (cover, interior)",inches,8.75 X 11.5,,0,8.75,11.5,
27383,door knob sign; 4.875 x 11.875 inches,inches,4.875X11.875,,0,4.875,11.875,
27384,broadside; 9 x 11.5 inches,inches,9 X 11.5,,0,9.0,11.5,
27385,"broadside; 7 x 10.625 inches; bent corner (upper, left)",inches,7 X 10.625,,0,7.0,10.625,
27386,folder; 7 x 10 inches,inches,7 X 10,,0,7.0,10.0,
27387,broadside; 7 x 10 inches,inches,7 X 10,,0,7.0,10.0,
27388,broadside; 9 x 11.5 inches; stain (front),inches,9 X 11.5,,0,9.0,11.5,
27389,folder; 6.5 x 9.625 inches; crease (length-wise),inches,6.5 X 9.625,,0,6.5,9.625,
27390,CARD; COL; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27391,"broadside; 11.5 x 17.5 inches; water stain (one copy); creased (width-wise, both copies)",inches,11.5 X 17.5,,0,11.5,17.5,
27392,CARD; COL; ILLUS; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27393,FOLDER; COL; ILLUS; 5.25 X 8,inches,5.25X8.0,,0,5.25,8.0,
27394,FOLDER; ILLUS; COL; 2.75 X 4.5,inches,2.75X4.5,,0,2.75,4.5,
27395,CARD; ILLUS; COL; 5.25 X 8.25,inches,5.25X8.25,,0,5.25,8.25,
27396,CARD; ILLUS; COL; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27397,"FOLDER, ILLUS, COL, 4.25X7.75",inches,4.25X7.75,,0,4.25,7.75,
27398,CARD;ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27399,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27400,CARD; COL; ILLUS; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27401,"FOLDER, ILLUS, COL, 3X4.5",inches,3.0X4.5,,0,3.0,4.5,
27402,"CARD, ILLUS, COL, 5.5X8.25",inches,5.5X8.25,,0,5.5,8.25,
27403,"CARD, ILLUS, COL, 5.5X8.25",inches,5.5X8.25,,0,5.5,8.25,
27404,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27405,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27406,CARD; ILLUS; COL; 5.5 X 8,inches,5.5X8.0,,0,5.5,8.0,
27407,CARD; ILLUS; COL; 5.5 X 9,inches,5.5X9.0,,0,5.5,9.0,
27408,"FOLDER, ILLUS, COL, 3X4.5",inches,3.0X4.5,,0,3.0,4.5,
27409,FOLDER; ILLUS; COL; 3.25 X 4.5,inches,3.25X4.5,,0,3.25,4.5,
27410,CARD; ILLUS; COL; 5.5 X 8,inches,5.5X8.0,,0,5.5,8.0,
27411,CARD; ILLUS; COL; 8X5.5,inches,8.0X5.5,,0,8.0,5.5,
27412,FOLDER; ILLUS; COL; 3 X 4.5,inches,3.0X4.5,,0,3.0,4.5,
27413,CARD; ILLUS; COL; 5.5 X 9,inches,5.5X9.0,,0,5.5,9.0,
27414,CARD; ILLUS; COL; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27415,FOLDER; ILLUS; COL; 9.25X5.5,inches,9.25X5.5,,0,9.25,5.5,
27416,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27417,CARD; ILLUS; COL; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27418,CARD; 3.5 X 5.5,inches,3.5X5.5,,0,3.5,5.5,
27419,CARD; COL; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27420,"CARD, ILLUS, COL, 5.5X8.25",inches,5.5X8.25,,0,5.5,8.25,
27421,"FOLDER, ILLUS, COL, 5.5X8",inches,5.5X8.0,,0,5.5,8.0,
27422,CARD; ILLUS; COL; 4 X 6.25,inches,4.0X6.25,,0,4.0,6.25,
27423,CARD; ILLUS; COL;  5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27424,FOLDER; ILLUS; COL; 3 X 4.5,inches,3.0X4.5,,0,3.0,4.5,
27425,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27426,CARD; ILLUS; COL; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27427,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27428,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27429,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27430,CARD; COL; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27431,"BOOKLET, 7X4.5",inches,7.0X4.5,,0,7.0,4.5,
27432,CARD; COL; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27433,CARD; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27434,CARD; COL; ILLUS; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27435,CARD; COL; ILLUS;  8.25,0,,,0,,,
27436,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27437,CARD; ILLUS; COL; 5.5 X 7.75,inches,5.5X7.75,,0,5.5,7.75,
27438,CARD; ILLUS; COL; 5.5 X 7.75,inches,5.5X7.75,,0,5.5,7.75,
27439,"BOOKLET, ILLUS, COL, 4.75X6",inches,4.75X6.0,,0,4.75,6.0,
27440,CARD; ILLUS; COL; 5.25 X 8.25,inches,5.25X8.25,,0,5.25,8.25,
27441,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27442,CARD; COL; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27443,CARD; ILLUS; COL; 4 X 6.25,inches,4.0X6.25,,0,4.0,6.25,
27444,CARD; COL; 4 X 6,inches,4.0X6.0,,0,4.0,6.0,
27445,CARD; 3.75 X 6,inches,3.75X6.0,,0,3.75,6.0,
27446,CARD; COL; ILLUS; 5.5 X 8,inches,5.5X8.0,,0,5.5,8.0,
27447,FOLDER; ILLUS; COL; 5.5 X 9.25,inches,5.5X9.25,,0,5.5,9.25,
27448,FOLDER; ILLUS; COL; 3.25 X 4.5,inches,3.25X4.5,,0,3.25,4.5,
27449,CARD; ILLUS; COL; 5.5 X 8.25,inches,5.5X8.25,,0,5.5,8.25,
27450,"FOLDER, ILLUS, COL, 4.5X9.5",inches,4.5X9.5,,0,4.5,9.5,
27451,CARD; COL; ILLUS; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27452,CARD; ILLUS; COL; 6 X 10,inches,6.0X10.0,,0,6.0,10.0,
27453,"CARD, 6.75X10.5",inches,6.75X10.5,,0,6.75,10.5,
27454,"CARD, 6.75X10.5",inches,6.75X10.5,,0,6.75,10.5,
27455,"CARD, 6.75X10.5",inches,6.75X10.5,,0,6.75,10.5,
27456,UNUSUAL; LIKE A STOCK CERTIFICATE IN FOLDER; ILLUS; COL; 3.75 X 8.5,inches,3.75X8.5,,0,3.75,8.5,
27457,BOOKLET; ILLUS; COL; 11.75X8,inches,11.75X8.0,,0,11.75,8.0,
27458,CARD; COL; 7 X 10.5,inches,7.0X10.5,,0,7.0,10.5,
27459,CARD; COL; ILLUS; 5.5 X 8,inches,5.5X8.0,,0,5.5,8.0,
27460,CARD; COL; 5.5 X 9.25,inches,5.5X9.25,,0,5.5,9.25,
27461,CARD; COL; 5.5 X 9.25,inches,5.5X9.25,,0,5.5,9.25,
27462,"CARD, 6.75X10.75",inches,6.75X10.75,,0,6.75,10.75,
27463,CARD; ILLUS; COL; 4 X 5.5,inches,4.0X5.5,,0,4.0,5.5,
27464,BROADSIDE; ILLUS; 6.75 X 10.5,inches,6.75X10.5,,0,6.75,10.5,
27465,CARD; COL; 4 X 6.25,inches,4.0X6.25,,0,4.0,6.25,
27466,CARD; ILLUS; COL; 5.5 X 9,inches,5.5X9.0,,0,5.5,9.0,
27467,CARD; ILLUS; COL; 5.5 X 7.75,inches,5.5X7.75,,0,5.5,7.75,
27468,"CARD, 6.75X10.5",inches,6.75X10.5,,0,6.75,10.5,
27469,,,,,0,,,
27470,,,,,0,,,
27471,,,,,0,,,
27472,,,,,0,,,
27473,,,,,0,,,
27474,,,,,0,,,
27475,,,,,0,,,
27476,,,,,0,,,
27477,,,,,0,,,
27478,,,,,0,,,
27479,,,,,0,,,
27480,,,,,0,,,
27481,,,,,0,,,
27482,,,,,0,,,
27483,,,,,0,,,
27484,,,,,0,,,
27485,,,,,0,,,
27486,,,,,0,,,
27487,,,,,0,,,
27488,,,,,0,,,
27489,,,,,0,,,
27490,,,,,0,,,
27491,,,,,0,,,
27492,,,,,0,,,
27493,,,,,0,,,
27494,,,,,0,,,
27495,,,,,0,,,
27496,,,,,0,,,
27497,,,,,0,,,
27498,,,,,0,,,
27499,,,,,0,,,
27500,,,,,0,,,
27501,,,,,0,,,
27502,,,,,0,,,
27503,,,,,0,,,
27504,,,,,0,,,
27505,,,,,0,,,
27506,,,,,0,,,
27507,,,,,0,,,
27508,BOOKLET; ILLUS; COL; 6 X 7.5,inches,6.0X7.5,,0,6.0,7.5,
27509,,,,,0,,,
27510,,,,,0,,,
27511,,,,,0,,,
27512,,,,,0,,,
27513,,,,,0,,,
27514,,,,,0,,,
27515,,,,,0,,,
27516,,,,,0,,,
27517,,,,,0,,,
27518,,,,,0,,,
27519,,,,,0,,,
27520,,,,,0,,,
27521,,,,,0,,,
27522,,,,,0,,,
27523,,,,,0,,,
27524,,,,,0,,,
27525,,,,,0,,,
27526,,,,,0,,,
27527,,,,,0,,,
27528,,,,,0,,,
27529,,,,,0,,,
27530,,,,,0,,,
27531,,,,,0,,,
27532,,,,,0,,,
27533,,,,,0,,,
27534,,,,,0,,,
27535,,,,,0,,,
27536,,,,,0,,,
27537,,,,,0,,,
27538,,,,,0,,,
27539,,,,,0,,,
27540,,,,,0,,,
27541,,,,,0,,,
27542,,,,,0,,,
27543,,,,,0,,,
27544,,,,,0,,,
27545,,,,,0,,,
27546,,,,,0,,,
27547,,,,,0,,,
27548,,,,,0,,,
27549,,,,,0,,,
27550,,,,,0,,,
27551,,,,,0,,,
27552,,,,,0,,,
27553,,,,,0,,,
27554,,,,,0,,,
27555,,,,,0,,,
27556,,,,,0,,,
27557,,,,,0,,,
27558,,,,,0,,,
27559,,,,,0,,,
27560,,,,,0,,,
27561,,,,,0,,,
27562,,,,,0,,,
27563,,,,,0,,,
27564,,,,,0,,,
27565,,,,,0,,,
27566,,,,,0,,,
27567,,,,,0,,,
27568,,,,,0,,,
27569,,,,,0,,,
27570,,,,,0,,,
27571,,,,,0,,,
27572,,,,,0,,,
27573,"CARD, ILLUS, COL, 5.5X7.75",inches,5.5X7.75,,0,5.5,7.75,
27574,,,,,0,,,
27575,,,,,0,,,
27576,,,,,0,,,
27577,,,,,0,,,
27578,,,,,0,,,
27579,,,,,0,,,
27580,,,,,0,,,
27581,,,,,0,,,
27582,,,,,0,,,
27583,,,,,0,,,
27584,,,,,0,,,
27585,,,,,0,,,
27586,,,,,0,,,
27587,,,,,0,,,
27588,,,,,0,,,
27589,,,,,0,,,
27590,,,,,0,,,
27591,,,,,0,,,
27592,,,,,0,,,
27593,,,,,0,,,
27594,,,,,0,,,
27595,,,,,0,,,
27596,,,,,0,,,
27597,,,,,0,,,
27598,,,,,0,,,
27599,,,,,0,,,
27600,,,,,0,,,
27601,,,,,0,,,
27602,,,,,0,,,
27603,,,,,0,,,
27604,,,,,0,,,
27605,,,,,0,,,
27606,,,,,0,,,
27607,,,,,0,,,
27608,,,,,0,,,
27609,,,,,0,,,
27610,,,,,0,,,
27611,,,,,0,,,
27612,,,,,0,,,
27613,,,,,0,,,
27614,,,,,0,,,
27615,,,,,0,,,
27616,,,,,0,,,
27617,,,,,0,,,
27618,,,,,0,,,
27619,,,,,0,,,
27620,,,,,0,,,
27621,,,,,0,,,
27622,,,,,0,,,
27623,,,,,0,,,
27624,,,,,0,,,
27625,,,,,0,,,
27626,,,,,0,,,
27627,,,,,0,,,
27628,,,,,0,,,
27629,,,,,0,,,
27630,,,,,0,,,
27631,,,,,0,,,
27632,,,,,0,,,
27633,,,,,0,,,
27634,,,,,0,,,
27635,,,,,0,,,
27636,,,,,0,,,
27637,,,,,0,,,
27638,,,,,0,,,
27639,,,,,0,,,
27640,,,,,0,,,
27641,,,,,0,,,
27642,,,,,0,,,
27643,,,,,0,,,
27644,,,,,0,,,
27645,,,,,0,,,
27646,,,,,0,,,
27647,,,,,0,,,
27648,,,,,0,,,
27649,,,,,0,,,
27650,,,,,0,,,
27651,,,,,0,,,
27652,,,,,0,,,
27653,,,,,0,,,
27654,,,,,0,,,
27655,,,,,0,,,
27656,,,,,0,,,
27657,,,,,0,,,
27658,,,,,0,,,
27659,,,,,0,,,
27660,,,,,0,,,
27661,,,,,0,,,
27662,"CARD, ILLUS, 4X6.25",inches,4.0X6.25,,0,4.0,6.25,
27663,"CARD, 4X6.25",inches,4.0X6.25,,0,4.0,6.25,
27664,,,,,0,,,
27665,,,,,0,,,
27666,,,,,0,,,
27667,,,,,0,,,
27668,,,,,0,,,
27669,,,,,0,,,
27670,,,,,0,,,
27671,,,,,0,,,
27672,FOLDER; ILLUS; COL; 5.25 X 7,inches,5.25X7.0,,0,5.25,7.0,
27673,FOLDER; ILLUS; COL; 7.5 X 7,inches,7.5X7.0,,0,7.5,7.0,
27674,FOLDER; ILLUS; COL; 10 X 12.75,inches,10.0X12.75,,0,10.0,12.75,
27675,BROADSIDE; ILLUS; COL; 7.5 X 9.5,inches,7.5X9.5,,0,7.5,9.5,
27676,FOLDER; ILLUS; 6 X 9,inches,6.0X9.0,,0,6.0,9.0,
27677,FOLDER; ILLUS; COL; 7.5 X 7.25,inches,7.5X7.25,,0,7.5,7.25,
27678,FOLDER; ILLUS; COL; 8.5 X 11,inches,8.5X11.0,,0,8.5,11.0,
27679,BROADSIDE; 6 X 8.25,inches,6.0X8.25,,0,6.0,8.25,
27680,BROADSIDE; ILLUS; COL; 8.25 X 12.5,inches,8.25X12.5,,0,8.25,12.5,
27681,FOLDER; ILLUS; COL; 6.75 X 15.75,inches,6.75X15.75,,0,6.75,15.75,
27682,BOOKLET; ILLUS; COL; 5.5 X 8.5,inches,5.5X8.5,,0,5.5,8.5,
27683,FOLDER; ILLUS; COL; 8.5 X 11,inches,8.5X11.0,,0,8.5,11.0,
27684,FOLDER; ILLUS; COL; 8.5 X 11,inches,8.5X11.0,,0,8.5,11.0,
27685,FOLDER; ILLUS; COL; 7.5 X 6.75,inches,7.5X6.75,,0,7.5,6.75,
27686,FOLDER; ILLUS; COL; 9 X 14.25,inches,9.0X14.25,,0,9.0,14.25,
27687,FOLDER; ILLUS; COL; 7.75 X 13.25,inches,7.75X13.25,,0,7.75,13.25,
27688,FOLDER; ILLUS; COL; 7.75 X 6.75,inches,7.75X6.75,,0,7.75,6.75,
27689,BROADSIDE; ILLUS; COL; 9.5 X 11.75,inches,9.5X11.75,,0,9.5,11.75,
27690,FOLDER; ILLUS; COL; 8.5 X 11,inches,8.5X11.0,,0,8.5,11.0,
27691,FOLDER; ILLUS; COL; 7.5 X 6.75,inches,7.5X6.75,,0,7.5,6.75,
27692,BOOKLET; ILLUS; COL; 9 X 12,inches,9.0X12.0,,0,9.0,12.0,
27693,BROADSIDE; ILLUS; COL; 13 X 20,cm,5.07X7.8,,0,13.0,20.0,
27694,FOLDER; ILLUS; COL; 11 X 12.75,inches,11.0X12.75,,0,11.0,12.75,
27695,BROADSIDE;  COL; 17 X 12.25,cm,6.63X4.8,,0,17.0,12.3,
27696,BOOKLET; COL; 8.25 X 10.5,inches,8.25X10.5,,0,8.25,10.5,
27697,FOLDER; ILLUS; COL; 5 X 11,inches,5.0X11.0,,0,5.0,11.0,
27698,CARD; ILLUS; COL; 4.5 X 6.75,inches,4.5X6.75,,0,4.5,6.75,
27699,BOOKLET; COL; ILLUS; 9 X 12,inches,9.0X12.0,,0,9.0,12.0,
27700,,,,,0,,,
27701,Pamphlet,0,,,0,,,
27702,Folder; 8.5 x 10.5 inches; laminated,inches,8.5 X 10.5,,0,8.5,10.5,
27704,Booklet; 10 x 15.5 inches,inches,10 X 15.5,,0,10.0,15.5,
27705,,,,,0,,,
27706,7 x 4 in. fold.,inches,7 X 4,,0,7.0,4.0,
27707,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27708,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27709,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27710,,,,,0,,,
27711,,,,,0,,,
27712,,,,,0,,,
27713,37.5x27cm,cm,14.63X10.53,,0,37.5,27.0,
27714,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27715,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27716,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27717,29.5x21cm folded; 29.5x42cm open,cm,11.51X8.19 folded;11.51X16.38 open,34,1,,,
27718,22x15cm folded; 22x31cm open,cm,8.58X5.85 folded;8.58X12.09 open,32,1,,,
27719,22x21cm folded; 41.5x21cm open,cm,8.58X8.19 folded;16.19X8.19 open,32,1,,,
27720,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
27721,35x26cm folded; 35x53cm open,cm,13.65X10.14 folded;13.65X20.67 open,35,1,,,
27722,35x26cm folded; 35x53cm open,cm,13.65X10.14 folded;13.65X20.67 open,35,1,,,
27723,35x26cm folded; 35x53cm open,cm,13.65X10.14 folded;13.65X20.67 open,35,1,,,
27724,35x26cm folded; 35x53cm open,cm,13.65X10.14 folded;13.65X20.67 open,35,1,,,
27725,33x25cm folded; 33x49.5cm open,cm,12.87X9.75 folded;12.87X19.3 open,33,1,,,
27726,36.5x27.5cm folded; 36.5x37.5cm open,cm,14.24X10.72 folded;14.24X14.63 open,35,1,,,
27727,23x15cm folded; 23x30.5cm open,cm,8.97X5.85 folded;8.97X11.89 open,32,1,,,
27728,23x15cm  ,cm,8.97X5.85,,0,23.0,15.0,
27729,33x25cm folded; 33x49.5cm open,cm,12.87X9.75 folded;12.87X19.3 open,33,1,,,
27730,29.5x23cm folded; 29.5x45.5cm open,cm,11.51X8.97 folded;11.51X17.75 open,34,1,,,
27731,38x27cm folded; 38x53cm open,cm,14.82X10.53 folded;14.82X20.67 open,35,1,,,
27732,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27733,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27734,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27735,30.5x23cm; 30.5x46cm open,cm,11.89X8.97 folded;11.89X17.94 open,34,1,,,
27736,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27737,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27738,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27739,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27740,30.5x22.5 folded; 30.5x46cm open,cm,11.89X22.5 folded;11.89X17.94 open,41,1,,,
27741,30.5x23cm; 30.5x46cm open,cm,11.89X8.97 folded;11.89X17.94 open,34,1,,,
27742,34.5x22.5cm,cm,13.46X8.78,,0,34.5,22.5,
27743,26.5x17cm folded; 26.5x67.5cm open,cm,10.34X6.63 folded;10.34X26.32 open,34,1,,,
27744,22.5x14cm,cm,8.78X5.46,,0,22.5,14.0,
27745,18x12cm,cm,7.02X4.68,,0,18.0,12.0,
27746,21x14cm folded; 21x27cm open,cm,8.19X5.46 folded;8.19X10.53 open,32,1,,,
27747,32.5x20.5cm folded; 32.5x50.5cm open,cm,12.68X8.0 folded;12.68X19.7 open,32,1,,,
27748,28x21.5cm folded; 28x42cm open,cm,10.92X8.38 folded;10.92X16.38 open,34,1,,,
27749,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
27750,34x24cm folded; 34x48cm open,cm,13.26X9.36 folded;13.26X18.72 open,34,1,,,
27751,34x24cm folded; 34x48cm open,cm,13.26X9.36 folded;13.26X18.72 open,34,1,,,
27752,34x24cm folded; 34x48cm open,cm,13.26X9.36 folded;13.26X18.72 open,34,1,,,
27753,34x24cm folded; 34x48cm open,cm,13.26X9.36 folded;13.26X18.72 open,34,1,,,
27754,33x24cm,cm,12.87X9.36,,0,33.0,24.0,
27755,34.5x24cm folded; 34.5x58cm open,cm,13.46X9.36 folded;13.46X22.62 open,34,1,,,
27756,24x16cm folded; 24x32.5cm open,cm,9.36X6.24 folded;9.36X12.68 open,32,1,,,
27757,25.5x25.5cm folded; 25.5x51cm open,cm,9.95X9.95 folded;9.95X19.89 open,32,1,,,
27758,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27759,30x21cm  ,cm,11.7X8.19,,0,30.0,21.0,
27760,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27761,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27762,30x21cm  ,cm,11.7X8.19,,0,30.0,21.0,
27763,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27764,28.5x22.5 folded; 28.5x44.5cm open,cm,11.12X22.5 folded;11.12X17.36 open,41,1,,,
27765,30x21cm,cm,11.7X8.19,,0,30.0,21.0,
27766,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27767,28x21.5cm folded; 28x42.5cm open,cm,10.92X8.38 folded;10.92X16.57 open,34,1,,,
27768,30x21cm,cm,11.7X8.19,,0,30.0,21.0,
27769,30x21cm folded; 30x42cm open,cm,11.7X8.19 folded;11.7X16.38 open,32,1,,,
27770,30x21cm,cm,11.7X8.19,,0,30.0,21.0,
27771,19x21.5cm folded; 26x21.5cm open,cm,7.41X8.38 folded;10.14X8.38 open,32,1,,,
27772,23x15cm folded; 23x30.5cm open,cm,8.97X5.85 folded;8.97X11.89 open,32,1,,,
27773,10.5x32.5cm folded; 32.5x21cm open,cm,4.09X12.68 folded;12.68X8.19 open,33,1,,,
27774,30.5x23cm folded; 30.5x46cm open,cm,11.89X8.97 folded;11.89X17.94 open,34,1,,,
27775,25.5x21cm folded; 25.5x42cm open,cm,9.95X8.19 folded;9.95X16.38 open,32,1,,,
27776,9x14cm folded; 19x28cm open,cm,3.51X5.46 folded;7.41X10.92 open,32,1,,,
27777,25.5x20.5cm folded; 25.5x41cm open,cm,9.95X8.0 folded;9.95X15.99 open,31,1,,,
27778,28x21.5cm folded; 28x43cm open,cm,10.92X8.38 folded;10.92X16.77 open,34,1,,,
27779,23x15.5cm folded; 23x31cm open,cm,8.97X6.04 folded;8.97X12.09 open,32,1,,,
