,Occurrance,Frequency
3749,"('folded', '22x35.5cm')",2
3750,"('22x35.5cm', 'open')",2
3751,"('21.5x12cm', 'folded')",2
3752,"('folded', '21.5x35.5cm')",5
3753,"('21.5x35.5cm', 'open')",6
3754,"('31.5x22.5cm', 'folded')",2
3755,"('folded', '31.5x44cm')",3
3756,"('31.5x44cm', 'open')",3
3757,"('19x11.5cm', 'folded')",4
3758,"('folded', '19x23cm')",4
3759,"('19x23cm', 'open')",4
3760,"('folded', '21x39.5cm')",1
3761,"('21x39.5cm', 'open')",1
3762,"('21x18.5cm', 'folded')",1
3763,"('folded', '21x37cm')",1
3764,"('21x37cm', 'open')",1
3765,"('19x25cm', 'folded')",1
3766,"('folded', '19x49cm')",2
3767,"('19x49cm', 'open')",2
3768,"('28.5x20cm', 'folded')",2
3769,"('folded', '28.5x40cm')",2
3770,"('28.5x40cm', 'open')",2
3771,"('open', '(ripped')",1
3772,"('(ripped', 'in')",1
3773,"('in', 'half)')",1
3774,"('folded', '31x43.5cm')",1
3775,"('31x43.5cm', 'open')",1
3776,"('27x20cm', 'folded')",7
3777,"('folded', '27x40cm')",7
3778,"('27x40cm', 'open')",7
3779,"('folded', '30.5x53cm')",1
3780,"('30.5x53cm', 'open')",1
3781,"('17x26.5cm', 'folded')",1
3782,"('folded', '17x53cm')",1
3783,"('17x53cm', 'open')",1
3784,"('18x17cm', 'folded')",1
3785,"('folded', '35.5x33cm')",2
3786,"('35.5x33cm', 'open')",2
3787,"('folded', '24x31.5cm')",6
3788,"('24x31.5cm', 'open')",6
3789,"('folded', '27x36.5cm')",1
3790,"('27x36.5cm', 'open')",1
3791,"('folded', '31x65.5cm')",1
3792,"('31x65.5cm', 'open')",1
3793,"('16.5x11cm', 'folded')",26
3794,"('folded', '16.5x22cm')",24
3795,"('16.5x22cm', 'open')",24
3796,"('open', '(Wine')",1
3797,"('(Wine', 'list)')",1
3798,"('list)', '21.5x14cm')",1
3799,"('21.5x14cm', '(Menu)')",1
3800,"('26x18cm', 'folded')",14
3801,"('25x18cm', 'folded')",18
3802,"('folded', '25x36cm')",13
3803,"('25x36cm', 'open')",13
3804,"('folded', '26x37.5cm')",2
3805,"('26x37.5cm', 'open')",2
3806,"('folded', '29x41.5cm')",1
3807,"('29x41.5cm', 'open')",1
3808,"('11.5x21.5cm', 'folded')",1
3809,"('folded', '22.5x21.5cm')",1
3810,"('22.5x21.5cm', 'open')",1
3811,"('folded', '30.5x44cm')",4
3812,"('30.5x44cm', 'open')",4
3813,"('21x28cm', 'folded')",1
3814,"('folded', '41x28cm')",1
3815,"('41x28cm', 'open')",1
3816,"('21x11cm', 'folded')",2
3817,"('folded', '21x22cm')",1
3818,"('21x22cm', 'open')",1
3819,"('29x24cm', 'folded')",1
3820,"('folded', '29x48cm')",1
3821,"('29x48cm', 'open')",1
3822,"('21.5x30cm', 'folded')",1
3823,"('folded', '21.5x57cm')",1
3824,"('21.5x57cm', 'open')",1
3825,"('folded', '29x42.5cm')",1
3826,"('29x42.5cm', 'open')",1
3827,"('14x11cm', 'folded')",9
3828,"('folded', '14x21.5cm')",5
3829,"('14x21.5cm', 'open')",5
3830,"('18x17.5cm', 'folded')",1
3831,"('folded', '35.5x17.5cm')",1
3832,"('35.5x17.5cm', 'open')",1
3833,"('folded', '29.5x44.5cm')",2
3834,"('29.5x44.5cm', 'open')",2
3835,"('31x18cm', 'folded')",2
3836,"('folded', '31x35.5cm')",1
3837,"('31x35.5cm', 'open')",1
3838,"('22x28cm', 'folded')",3
3839,"('folded', '44x28cm')",2
3840,"('44x28cm', 'open')",2
3841,"('24.5x18.5cm', 'folded')",3
3842,"('folded', '24.5x37cm')",3
3843,"('24.5x37cm', 'open')",3
3844,"('25.5x13.5cm', 'folded')",1
3845,"('folded', '25.5x27cm')",1
3846,"('25.5x27cm', 'open')",1
3847,"('pieces', '25x15cm')",1
3848,"('25x15cm', 'and')",1
3849,"('and', '22x14cm')",1
3850,"('40x28.5cm', 'folded')",1
3851,"('folded', '40x57cm')",1
3852,"('40x57cm', 'open')",1
3853,"('34x24.5cm', 'folded')",3
3854,"('folded', '34x49cm')",2
3855,"('34x49cm', 'open')",2
3856,"('16x24cm', 'folded')",1
3857,"('folded', '63.5x24cm')",1
3858,"('63.5x24cm', 'open')",1
3859,"('24.5x15cm', 'folded')",3
3860,"('folded', '24.5x30cm')",3
3861,"('24.5x30cm', 'open')",3
3862,"('35.5x18cm', 'folded')",1
3863,"('folded', '35.5x55.5cm')",1
3864,"('35.5x55.5cm', 'open')",1
3865,"('38.5x27cm', 'folded')",1
3866,"('16x22.5cm', 'folded')",1
3867,"('folded', '31x22cm')",1
3868,"('31x22cm', 'open')",1
3869,"('folded', '25x40.5cm')",1
3870,"('25x40.5cm', 'open')",1
3871,"('26.5x20.5cm', 'folded')",29
3872,"('folded', '26.5x40.5cm')",13
3873,"('26.5x40.5cm', 'open')",13
3874,"('folded', '32x49.5cm')",2
3875,"('32x49.5cm', 'open')",2
3876,"('folded', '34x47.5cm')",1
3877,"('34x47.5cm', 'open')",1
3878,"('24.5x18cm', 'folded')",5
3879,"('folded', '24.5x36cm')",4
3880,"('24.5x36cm', 'open')",4
3881,"('31x24.5cm', 'folded')",3
3882,"('folded', '31x48.5cm')",3
3883,"('31x48.5cm', 'open')",3
3884,"('folded', '29.5x53.5cm')",1
3885,"('29.5x53.5cm', 'open')",1
3886,"('36x27cm', 'folded')",2
3887,"('folded', '36x53cm')",2
3888,"('36x53cm', 'open')",2
3889,"('36x25cm', 'folded')",1
3890,"('folded', '36x50cm')",1
3891,"('36x50cm', 'open')",1
3892,"('16.5x28.5cm', 'folded')",1
3893,"('14.5x18.5cm', 'folded')",1
3894,"('folded', '14.5x37cm')",1
3895,"('14.5x37cm', 'open')",1
3896,"('34x21.5cm', 'folded')",2
3897,"('folded', '34x42.5cm')",1
3898,"('34x42.5cm', 'open')",1
3899,"('21.5x19cm', 'folded')",2
3900,"('folded', '43x38cm')",2
3901,"('43x38cm', 'open')",2
3902,"('31x24cm', 'folded')",3
3903,"('21.5x10.5cm', 'folded')",1
3904,"('31x23.5cm', 'folded')",3
3905,"('folded', '28x40.5cm')",6
3906,"('28x40.5cm', 'open')",6
3907,"('28x14.5cm', 'folded')",2
3908,"('33x22cm', 'folded')",6
3909,"('folded', '33x44cm')",3
3910,"('33x44cm', 'open')",3
3911,"('33x20.5cm', 'folded')",2
3912,"('folded', '25x55.5cm')",1
3913,"('25x55.5cm', 'open')",1
3914,"('31.5x22cm', 'folded')",2
3915,"('28x18cm', 'folded')",132
3916,"('21x13.5cm', 'folded')",14
3917,"('25x16.5cm', 'folded')",20
3918,"('folded', '25x33cm')",16
3919,"('25x33cm', 'open')",16
3920,"('15.5x12cm', 'folded')",2
3921,"('folded', '15.5x24cm')",2
3922,"('15.5x24cm', 'open')",2
3923,"('18.5x21cm', 'folded')",1
3924,"('folded', '18.5x42cm')",1
3925,"('18.5x42cm', 'open')",1
3926,"('30.5x23.5cm', 'folded')",4
3927,"('folded', '30.5x47cm')",3
3928,"('30.5x47cm', 'open')",3
3929,"('24x17cm', 'folded')",34
3930,"('folded', '24x34cm')",26
3931,"('24x34cm', 'open')",26
3932,"('16.5x21cm', 'folded')",7
3933,"('folded', '16.5x42cm')",7
3934,"('16.5x42cm', 'open')",7
3935,"('32.5x23.5cm', 'folded')",1
3936,"('folded', '32.5x47cm')",1
3937,"('30x17cm', 'folded')",2
3938,"('folded', '30x51cm')",2
3939,"('30x51cm', 'open')",2
3940,"('32.5x21.5cm', 'folded')",1
3941,"('folded', '32.5x43cm')",1
3942,"('32.5x43cm', 'open')",1
3943,"('31x20cm', 'folded')",12
3944,"('folded', '31x40cm')",11
3945,"('31x40cm', 'open')",10
3946,"('25.5x19cm', 'folded')",7
3947,"('folded', '25.5x38cm')",5
3948,"('25.5x38cm', 'open')",5
3949,"('26x21cm', 'folded')",3
3950,"('folded', '26x42cm')",3
3951,"('26x42cm', 'open')",3
3952,"('28x17.5cm', 'folded')",29
3953,"('folded', '28x22cm')",3
3954,"('28x22cm', 'open')",3
3955,"('20.5x13cm', 'folded')",17
3956,"('folded', '20.5x26cm')",13
3957,"('20.5x26cm', 'open')",13
3958,"('folded', '32x60cm')",3
3959,"('32x60cm', 'open')",3
3960,"('folded', '37x45cm')",1
3961,"('37x45cm', 'open')",1
3962,"('22x9cm', 'folded')",1
3963,"('folded', '22x36cm')",1
3964,"('22x36cm', 'open')",1
3965,"('24.5x31cm', 'folded')",2
3966,"('folded', '48.5x31cm')",1
3967,"('48.5x31cm', 'open')",1
3968,"('folded', '34.5x49cm')",1
3969,"('34.5x49cm', 'open')",1
3970,"('36x26cm', 'folded')",5
3971,"('folded', '36x52cm')",3
3972,"('36x52cm', 'open')",3
3973,"('37x27cm', 'folded')",3
3974,"('folded', '37x53.5cm')",1
3975,"('37x53.5cm', 'open')",1
3976,"('34.5x26cm', 'folded')",2
3977,"('folded', '34.5x52cm')",1
3978,"('34.5x52cm', 'open')",1
3979,"('21.5x9cm', 'folded')",3
3980,"('25x17cm', 'folded')",4
3981,"('folded', '25x35.5cm')",6
3982,"('25x35.5cm', 'open')",6
3983,"('36x22cm', 'folded')",2
3984,"('folded', '36x43.5cm')",1
3985,"('36x43.5cm', 'open')",1
3986,"('25.5x21.5cm', 'folded')",2
3987,"('folded', '25.5x43cm')",2
3988,"('25.5x43cm', 'open')",2
3989,"('folded', '31x')",1
3990,"('31x', '48.5cm')",1
3991,"('48.5cm', 'open')",1
3992,"('35.5x26cm', 'folded')",2
3993,"('folded', '35.5x52cm')",2
3994,"('35.5x52cm', 'open')",2
3995,"('28x14cm', 'folded')",2
3996,"('folded', '28x41.5cm')",4
3997,"('28x41.5cm', 'open')",4
3998,"('34x25.5cm', 'folded')",1
3999,"('folded', '34x51cm')",1
4000,"('34x51cm', 'open')",1
4001,"('20x21.5cm', 'folded')",1
4002,"('folded', '35.5x21.5cm')",1
4003,"('35.5x21.5cm', 'open')",1
4004,"('22.5x23.5cm', 'folded')",1
4005,"('folded', '22.5x47cm')",1
4006,"('22.5x47cm', 'open')",1
4007,"('34x23.5cm', 'folded')",2
4008,"('folded', '34x47cm')",2
4009,"('34x47cm', 'open')",2
4010,"('12x17cm', 'folded')",1
4011,"('folded', '12x34cm')",1
4012,"('12x34cm', 'open')",1
4013,"('29.5x18.5cm', 'folded')",1
4014,"('folded', '29.5x37cm')",1
4015,"('29.5x37cm', 'open')",1
4016,"('16x', '8.5cm')",1
4017,"('8.5cm', 'folded')",1
4018,"('folded', '16x26cm')",3
4019,"('16x26cm', 'open')",3
4020,"('18x10cm', 'folded')",2
4021,"('folded', '18x20cm')",2
4022,"('18x20cm', 'open')",2
4023,"('35x26.5cm', 'folded')",2
4024,"('24.5x14.5cm', '24.5x29cm')",1
4025,"('24.5x29cm', 'open')",1
4026,"('27x22cm', 'folded')",2
4027,"('folded', '27x44cm')",3
4028,"('27x44cm', 'open')",3
4029,"('folded', '21x42cm')",2
4030,"('21x42cm', 'open')",2
4031,"('folded', '33x41cm')",1
4032,"('33x41cm', 'open')",1
4033,"('29x22.5cm', 'folded')",12
4034,"('folded', '29x45cm')",10
4035,"('29x45cm', 'open')",10
4036,"('30x10cm', 'folded')",1
4037,"('folded', '30x30cm')",1
4038,"('30x30cm', 'open')",1
4039,"('folded', '35.5x50cm')",2
4040,"('35.5x50cm', 'open')",2
4041,"('22x14.5cm', 'folded')",13
4042,"('folded', '22x29cm')",11
4043,"('22x29cm', 'open')",11
4044,"('folded', '25.5x38')",1
4045,"('25.5x38', 'cm')",1
4046,"('33x18cm', 'folded')",1
4047,"('15.5x16.5cm', 'folded')",1
4048,"('folded', '15.5x33cm')",1
4049,"('15.5x33cm', 'open')",1
4050,"('folded', '32x49cm')",1
4051,"('32x49cm', 'open')",1
4052,"('35x24.5cm', 'folded')",1
4053,"('folded', '35x49cm')",2
4054,"('35x49cm', 'open')",2
4055,"('33x11cm', 'folded')",1
4056,"('folded', '33x22cm')",1
4057,"('33x22cm', 'open')",1
4058,"('23.5x16.5cm', 'folded')",26
4059,"('folded', '23.5x33cm')",28
4060,"('23.5x33cm', 'open')",27
4061,"('folded', '36.5x56cm')",1
4062,"('36.5x56cm', 'open')",1
4063,"('folded', '47x23cm')",1
4064,"('47x23cm', 'open')",1
4065,"('30x14cm', 'folded')",1
4066,"('23x16cm', 'folded')",27
4067,"('folded', '23x32cm')",25
4068,"('23x32cm', 'open')",25
4069,"('10x10cm', 'folded')",1
4070,"('folded', '10x20cm')",1
4071,"('10x20cm', 'open')",1
4072,"('15x10.5cm', 'folded')",4
4073,"('folded', '15x21cm')",4
4074,"('15x21cm', 'open')",4
4075,"('18.5x12cm', 'folded')",10
4076,"('folded', '18.5x24cm')",8
4077,"('18.5x24cm', 'open')",8
4078,"('20.5x13.5cm', 'folded')",13
4079,"('folded', '20.5x27cm')",11
4080,"('20.5x27cm', 'open')",11
4081,"('folded', '28x36cm')",123
4082,"('28x36cm', 'open')",109
4083,"('folded', '31x45.5cm')",2
4084,"('31x45.5cm', 'open')",2
4085,"('26.5x18.5cm', 'folded')",2
4086,"('folded', '26.5x37cm')",2
4087,"('26.5x37cm', 'open')",2
4088,"('27.5x21.5cm', 'folded')",10
4089,"('folded', '27.5x43cm')",8
4090,"('27.5x43cm', 'open')",8
4091,"('folded', '25x38cm')",12
4092,"('25x38cm', 'open')",12
4093,"('30.5x14cm', 'folded')",1
4094,"('folded', '30.5x42cm')",3
4095,"('30.5x42cm', 'open')",3
4096,"('20x12.5cm', 'folded')",11
4097,"('folded', '20x25cm')",11
4098,"('20x25cm', 'open')",11
4099,"('29x17.5cm', 'folded')",3
4100,"('folded', '29x34.5cm')",2
4101,"('29x34.5cm', 'open')",2
4102,"('folded', '25.5x35cm')",11
4103,"('25.5x35cm', 'open')",11
4104,"('22x11.5cm', 'folded')",3
4105,"('folded', '22x34cm')",26
4106,"('22x34cm', 'open')",26
4107,"('21.75x35cm', 'folded')",1
4108,"('folded', '21.75x12cm')",1
4109,"('21.75x12cm', 'open')",1
4110,"('22x29cm', 'folded')",2
4111,"('folded', '22x14.5cm')",1
4112,"('22x14.5cm', 'open')",1
4113,"('31x20.5cm', 'folded')",5
4114,"('folded', '31x40.5cm')",5
4115,"('31x40.5cm', 'open')",5
4116,"('38x28cm', 'folded')",2
4117,"('folded', '38x56cm')",2
4118,"('38x56cm', 'open')",2
4119,"('folded', '38x55cm')",1
4120,"('38x55cm', 'open')",1
4121,"('folded', '36x51cm')",2
4122,"('36x51cm', 'open')",2
4123,"('11x27cm', 'folded')",1
4124,"('29x14cm', 'folded')",1
4125,"('folded', '29x28cm')",1
4126,"('29x28cm', 'open')",1
4127,"('39.5x22.5cm', 'folded')",1
4128,"('folded', '39.5x45cm')",1
4129,"('39.5x45cm', 'open')",1
4130,"('folded', '21.5x27cm')",7
4131,"('21.5x27cm', 'open')",7
4132,"('15x22cm', 'folded')",1
4133,"('folded', '15x44cm')",1
4134,"('15x44cm', 'open')",1
4135,"('X', '16.25')",1
4136,"('36.5x21.5cm', 'folded')",1
4137,"('folded', '36.5x43cm')",1
4138,"('36.5x43cm', 'open')",1
4139,"('33.5x23cm', 'folded')",1
4140,"('folded', '33.5x46cm')",1
4141,"('33.5x46cm', 'open')",1
4142,"('folded', '21.5x41.5cm')",1
4143,"('21.5x41.5cm', 'open')",1
4144,"('21.5x13cm', 'folded')",4
4145,"('folded', '21.5x26cm')",3
4146,"('21.5x26cm', 'open')",3
4147,"('20.5x14.5cm', 'folded')",5
4148,"('folded', '20.5x28.5cm')",1
4149,"('20.5x28.5cm', 'open')",1
4150,"('38.5x18cm', 'folded')",2
4151,"('folded', '38.5x36.5cm')",2
4152,"('38.5x36.5cm', 'open')",2
4153,"('22x17.5cm', 'folded')",10
4154,"('folded', '22x35cm')",2
4155,"('22x35cm', 'open')",2
4156,"('folded', '28x64cm')",1
4157,"('28x64cm', 'open')",1
4158,"('22x18cm', 'folded')",2
4159,"('folded', '22x35.5')",1
4160,"('22x35.5', 'open')",1
4161,"('28x20cm', 'folded')",3
4162,"('folded', '28x40cm')",3
4163,"('28x40cm', 'open')",3
4164,"('37x26cm', 'folded')",1
4165,"('folded', '37x52cm')",1
4166,"('37x52cm', 'open')",1
4167,"('37x25.5cm', 'folded')",3
4168,"('folded', '37x51cm')",3
4169,"('37x51cm', 'open')",3
4170,"('folded', '35.5x46cm')",1
4171,"('35.5x46cm', 'open')",1
4172,"('37.5x20cm', 'folded')",1
4173,"('folded', '37.5x39cm')",1
4174,"('37.5x39cm', 'open')",1
4175,"('19x36cm', 'folded')",1
4176,"('folded', '19x55.5cm')",1
4177,"('19x55.5cm', 'open')",1
4178,"('16x9.5cm', 'folded')",1
4179,"('folded', '16x28cm')",1
4180,"('16x28cm', 'open')",1
4181,"('28x11cm', 'folded')",2
4182,"('30x13cm', 'folded')",1
4183,"('folded', '30x26')",1
4184,"('30x26', 'open')",1
4185,"('open', 'insert')",3
4186,"('measures', '25.5x15cm')",1
4187,"('35x21cm', 'folded')",2
4188,"('folded', '35x42')",1
4189,"('35x42', 'open')",1
4190,"('22x9.5cm', 'folded')",1
4191,"('31x21cm', 'folded')",8
4192,"('folded', '31x42')",1
4193,"('31x42', 'open')",1
4194,"('16x10cm', 'folded')",6
4195,"('folded', '16x21.5cm')",1
4196,"('16x21.5cm', 'open')",1
4197,"('15x29.5cm', 'folded')",1
4198,"('folded', '91x29.5')",1
4199,"('91x29.5', 'open')",1
4200,"('36x19.5', 'folded')",1
4201,"('folded', '36x38.5cm')",1
4202,"('36x38.5cm', 'open')",1
4203,"('open', 'inserts')",1
4204,"('inserts', 'measure')",1
4205,"('measure', '34.5x18cm')",1
4206,"('16x16cm', 'folded')",1
4207,"('folded', '34.5x21.5cm')",1
4208,"('34.5x21.5cm', 'open')",1
4209,"('35.5x16.5', 'folded')",1
4210,"('27x19cm', 'folded')",8
4211,"('folded', '27x38cm')",8
4212,"('27x38cm', 'open')",8
4213,"('30.5x13cm', 'folded')",1
4214,"('folded', '30.5x38cm')",1
4215,"('30.5x38cm', 'open')",1
4216,"('folded', '37.5x48cm')",1
4217,"('37.5x48cm', 'open')",1
4218,"('25.5x16.5cm', 'folded')",16
4219,"('folded', '25.5x33cm')",26
4220,"('25.5x33cm', 'open')",26
4221,"('23.5x31cm', 'folded')",1
4222,"('folded', '23.5x62cm')",1
4223,"('23.5x62cm', 'open')",1
4224,"('15x12.5cm', 'folded')",2
4225,"('folded', '15x15cm')",1
4226,"('15x15cm', 'open')",1
4227,"('32x20.5cm', 'folded')",1
4228,"('folded', '32x52cm')",1
4229,"('32x52cm', 'open')",1
4230,"('33.5x24cm', 'folded')",2
4231,"('folded', '33.5x48cm')",1
4232,"('33.5x48cm', 'open')",1
4233,"('folded', '34x48.5cm')",1
4234,"('34x48.5cm', 'open')",1
4235,"('folded', '26.5x41cm')",16
4236,"('26.5x41cm', 'open')",16
4237,"('28.5x22cm', 'folded')",14
4238,"('folded', '28.5x43.5cm')",2
4239,"('28.5x43.5cm', 'open')",2
4240,"('30x16cm', 'folded')",1
4241,"('folded', '30x32cm')",1
4242,"('30x32cm', 'open')",1
4243,"('folded', '33x43.5cm')",2
4244,"('33x43.5cm', 'open')",2
4245,"('32x23.5xm', 'folded')",1
4246,"('17.5x12.5cm', 'folded')",4
4247,"('folded', '17.5x25.5cm')",3
4248,"('17.5x25.5cm', 'open')",3
4249,"('27.5x19cm', 'folded')",4
4250,"('folded', '27.5x34.5cm')",1
4251,"('27.5x34.5cm', 'open')",1
4252,"('30x22cm', 'folded')",9
4253,"('folded', '30x44cm')",10
4254,"('30x44cm', 'open')",10
4255,"('folded', '31.5x47.5cm')",1
4256,"('31.5x47.5cm', 'open')",1
4257,"('37.5x26cm', 'folded')",1
4258,"('folded', '37.5x52cm')",1
4259,"('37.5x52cm', 'open')",1
4260,"('23x31.5cm', 'folded')",1
4261,"('folded', '47x31.5cm')",1
4262,"('47x31.5cm', 'open')",1
4263,"('folded', '38x43cm')",4
4264,"('38x43cm', 'open')",4
4265,"('35x17.5cm', 'folded')",1
4266,"('folded', '35x52cm')",2
4267,"('35x52cm', 'open')",2
4268,"('12.5x8.5cm', 'folded')",1
4269,"('folded', '12.5x17.5cm')",1
4270,"('12.5x17.5cm', 'open')",1
4271,"('34x16cm', 'folded')",1
4272,"('folded', '34x32cm')",1
4273,"('34x32cm', 'open')",1
4274,"('32x22.5cm', 'folded')",3
4275,"('23x19cm', 'folded')",2
4276,"('folded', '23x38cm')",2
4277,"('23x38cm', 'open')",2
4278,"('33x26.5cm', 'folded')",1
4279,"('folded', '22x23cm')",2
4280,"('22x23cm', 'open')",2
4281,"('33.5x25.5cm', 'folded')",2
4282,"('folded', '33.5x51cm')",2
4283,"('33.5x51cm', 'open')",2
4284,"('folded', '33x48.5cm')",2
4285,"('33x48.5cm', 'open')",2
4286,"('31x22.5cm', 'folded')",1
4287,"('folded', '31x45cm')",1
4288,"('31x45cm', 'open')",1
4289,"('27.5x21cm', 'folded')",4
4290,"('folded', '27.5x42cm')",3
4291,"('27.5x42cm', 'open')",3
4292,"('27x21.5cm', 'folded')",11
4293,"('folded', '27x43cm')",6
4294,"('27x43cm', 'open')",6
4295,"('26x20.5cm', 'folded')",8
4296,"('folded', '26x41cm')",8
4297,"('26x41cm', 'open')",8
4298,"('21x15.5cm', 'folded')",6
4299,"('folded', '21x31cm')",5
4300,"('21x31cm', 'open')",5
4301,"('folded', '30x19cm')",1
4302,"('30x19cm', 'open')",1
4303,"('folded', '29.5x28cm')",1
4304,"('29.5x28cm', 'open')",1
4305,"('folded', '33x43cm')",4
4306,"('33x43cm', 'open')",4
4307,"('21.5x14.5cm', 'folded')",3
4308,"('26.5x21.5cm', 'folded')",3
4309,"('folded', '26.5x43cm')",4
4310,"('26.5x43cm', 'open')",4
4311,"('36.5x25cm', 'folded')",1
4312,"('folded', '36.5x50cm')",1
4313,"('36.5x50cm', 'open')",1
4314,"('24.5x15.5cm', 'folded')",4
4315,"('folded', '24.5x31.5cm')",1
4316,"('24.5x31.5cm', 'open')",1
4317,"('40x17.5cm', 'folded')",2
4318,"('folded', '40x35cm')",2
4319,"('40x35cm', 'open')",2
4320,"('folded', '35.5x50.5cm')",1
4321,"('35.5x50.5cm', 'open')",1
4322,"('folded', '18x57cm')",1
4323,"('18x57cm', 'open')",1
4324,"('9.5x14cm', 'folded')",1
4325,"('folded', '9.5x28cm')",1
4326,"('9.5x28cm', 'open')",1
4327,"('folded', '35.5x43cm')",2
4328,"('35.5x43cm', 'open')",2
4329,"('21.5x13.5cm', 'folded')",4
4330,"('19x15cm', 'folded')",4
4331,"('folded', '19x30cm')",1
4332,"('19x30cm', 'open')",1
4333,"('folded', '27x35cm')",7
4334,"('27x35cm', 'open')",7
4335,"('folded', '21.5x32.5cm')",1
4336,"('21.5x32.5cm', 'open')",1
4337,"('folded', '23x36cm')",17
4338,"('23x36cm', 'open')",17
4339,"('folded', '35x64cm')",1
4340,"('35x64cm', 'open')",1
4341,"('folded', '24.5x31cm')",2
4342,"('24.5x31cm', 'open')",2
4343,"('folded', '20x31cm')",5
4344,"('20x31cm', 'open')",5
4345,"('27.5x20cm', 'folded')",4
4346,"('folded', '27.5x40cm')",3
4347,"('27.5x40cm', 'open')",3
4348,"('27x17.5cm', 'folded')",5
4349,"('17.5x13cm', 'folded')",7
4350,"('folded', '17.5x26cm')",5
4351,"('17.5x26cm', 'open')",5
4352,"('19x24.5cm', 'folded')",1
4353,"('18x18cm', 'folded')",1
4354,"('folded', '18x71cm')",1
4355,"('18x71cm', 'open')",1
4356,"('26x20cm', 'folded')",8
4357,"('folded', '26x40cm')",8
4358,"('26x40cm', 'open')",7
4359,"('folded', '25x42cm')",2
4360,"('25x42cm', 'open')",2
4361,"('33x20cm', 'folded')",1
4362,"('folded', '33x40cm')",1
4363,"('33x40cm', 'open')",1
4364,"('folded', '29x35cm')",1
4365,"('29x35cm', 'open')",1
4366,"('32.5x22cm', 'folded')",2
4367,"('folded', '32.5x44cm')",2
4368,"('32.5x44cm', 'open')",2
4369,"('30x25.5cm', 'folded')",1
4370,"('36x21.5cm', 'folded')",2
4371,"('folded', '36x43cm')",2
4372,"('36x43cm', 'open')",2
4373,"('32x25.5cm', 'folded')",1
4374,"('folded', '32x51cm')",2
4375,"('32x51cm', 'open')",2
4376,"('31.5x28.5cm', 'folded')",1
4377,"('folded', '51x30cm')",1
4378,"('51x30cm', 'open')",1
4379,"('31.5x25cm', 'folded')",3
4380,"('folded', '31.5x50cm')",3
4381,"('31.5x50cm', 'open')",3
4382,"('folded', '33x66cm')",1
4383,"('33x66cm', 'open')",1
4384,"('24.5x16cm', 'folded')",6
4385,"('folded', '24.5x32cm')",4
4386,"('24.5x32cm', 'open')",4
4387,"('30.5x20cm', 'folded')",3
4388,"('folded', '30.5x40cm')",4
4389,"('30.5x40cm', 'open')",4
4390,"('24x32.5cm', 'opn')",1
4391,"('folded', '21x27.5cm')",1
4392,"('21x27.5cm', 'open')",1
4393,"('12x12cm', 'folded')",1
4394,"('folded', '12x24cm')",1
4395,"('12x24cm', 'open')",1
4396,"('folded', '30.5x45.5cm')",19
4397,"('30.5x45.5cm', 'open')",19
4398,"('folded', '26.5x41.5cm')",1
4399,"('26.5x41.5cm', 'open')",1
4400,"('folded', '35.5x62.5cm')",1
4401,"('35.5x62.5cm', 'open')",1
4402,"('35.5x20.5cm', 'folded')",1
4403,"('30x20cm', 'folded')",3
4404,"('folded', '30x60cm')",1
4405,"('30x60cm', 'open')",1
4406,"('28.5x21.5cm', 'folded')",2
4407,"('folded', '28.5x43cm')",2
4408,"('28.5x43cm', 'open')",2
4409,"('34x27cm', 'folded')",8
4410,"('folded', '34x54cm')",2
4411,"('34x54cm', 'open')",2
4412,"('folded', '23.31cm')",1
4413,"('23.31cm', 'open')",1
4414,"('35.5x26.5cm', 'folded')",1
4415,"('folded', '35.5x53cm')",1
4416,"('35.5x53cm', 'open')",1
4417,"('27.5x18cm', 'folded')",5
4418,"('folded', '27.5x36cm')",5
4419,"('27.5x36cm', 'open')",5
4420,"('33x14cm', 'folded')",1
4421,"('36x22.5cm', 'folded')",1
4422,"('folded', '36x44.5cm')",1
4423,"('36x44.5cm', 'open')",1
4424,"('32x21.5cm', 'folded')",1
4425,"('folded', '32x43cm')",1
4426,"('32x43cm', 'open')",1
4427,"('folded', '31.5x48.5cm')",1
4428,"('31.5x48.5cm', 'open')",1
4429,"('folded', '33.5x48.5cm')",1
4430,"('33.5x48.5cm', 'open')",1
4431,"('25.5x18.5cm', 'folded')",4
4432,"('folded', '25.5x55cm')",1
4433,"('25.5x55cm', 'open')",1
4434,"('folded', '34.5c51.5cm')",1
4435,"('34.5c51.5cm', 'open')",1
4436,"('34.5x26.5cm', 'folded')",1
4437,"('folded', '34.5x53.5')",1
4438,"('folded', '21x30.5cm')",1
4439,"('21x30.5cm', 'open')",1
4440,"('38x25.5cm', 'folded')",2
4441,"('folded', '38x51cm')",2
4442,"('38x51cm', 'open')",2
4443,"('32.5x27cm', 'folded')",1
4444,"('folded', '32.5x54cm')",1
4445,"('32.5x54cm', 'open')",1
4446,"('folded', '31.5x33.5cm')",1
4447,"('31.5x33.5cm', 'open')",1
4448,"('33.5x23.5cm', 'folded')",1
4449,"('folded', '33.5x47cm')",1
4450,"('33.5x47cm', 'open')",1
4451,"('29.5x20cm', 'folded')",11
4452,"('folded', '29.5x41cm')",8
4453,"('29.5x41cm', 'open')",8
4454,"('33x24.5cm', 'folded')",3
4455,"('folded', '33x40.5cm')",1
4456,"('33x40.5cm', 'open')",1
4457,"('39x26cm', 'folded')",1
4458,"('folded', '39x53cm')",1
